prefix,AB_ICMPv4,AB_TCPv4,AB_DNSv4,GCD_ICMPv4,GCD_TCPv4,partial,backing_prefix,ASN,locations,is_hrp,number_of_active_ips,ip_utilization,clean_locations,scope,continent,country
146.103.74.0/24,3,0,0,3,0,False,146.103.74.0/24,54994,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}
 {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}]",True,0,0.0,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}, {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}]",Continental,AS,
146.103.76.0/24,3,0,0,3,0,False,146.103.76.0/24,54994,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}
 {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}]",False,0,0.0,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}, {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}]",Continental,AS,
146.103.80.0/24,3,0,0,2,0,False,146.103.80.0/24,54994,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",True,0,0.0,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",Continental,AS,
146.103.81.0/24,3,0,0,2,0,False,146.103.81.0/24,54994,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",True,0,0.0,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",Continental,AS,
146.103.82.0/24,3,0,0,3,0,False,146.103.82.0/24,54994,"[{'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}
 {'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",True,0,0.0,"[{'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}, {'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",Continental,AS,
146.103.83.0/24,3,0,0,3,0,False,146.103.83.0/24,54994,"[{'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}
 {'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}
 {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}]",True,0,0.0,"[{'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}, {'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}, {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}]",Continental,AS,
146.103.87.0/24,3,0,0,3,0,False,146.103.87.0/24,54994,"[{'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}
 {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}
 {'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}]",True,0,0.0,"[{'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}, {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}, {'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}]",Continental,AS,
146.103.88.0/24,3,0,0,3,0,False,146.103.88.0/24,54994,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}
 {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}]",True,0,0.0,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}, {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}]",Continental,AS,
146.103.90.0/24,3,0,0,3,0,False,146.103.90.0/24,54994,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}
 {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}]",True,0,0.0,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}, {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}]",Continental,AS,
146.103.91.0/24,3,0,0,3,0,False,146.103.91.0/24,54994,"[{'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}
 {'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",True,0,0.0,"[{'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}, {'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}]",Continental,AS,
146.103.92.0/24,3,0,0,3,0,False,146.103.92.0/24,54994,"[{'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}
 {'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}]",True,0,0.0,"[{'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}, {'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}]",Continental,AS,
146.103.93.0/24,3,0,0,3,0,False,146.103.93.0/24,54994,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}
 {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}
 {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}]",True,0,0.0,"[{'city': 'Tokyo', 'country_code': 'JP', 'id': 'NRT', 'lat': 35.7647, 'lon': 140.386}, {'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}, {'city': 'Hong Kong', 'country_code': 'HK', 'id': 'HKX', 'lat': 22.30889, 'lon': 113.91472}]",Continental,AS,
146.112.62.0/24,2,0,0,2,0,False,146.112.62.0/24,36692,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",False,22,0.0859375,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",National,NA,US
146.112.63.0/24,2,0,0,2,0,False,146.112.63.0/24,36692,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",False,7,0.02734375,"[{'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",National,NA,US
146.145.64.0/24,4,0,4,8,0,False,146.145.0.0/16,7029,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}
 {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,1,0.00390625,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}, {'city': 'Atlanta', 'country_code': 'US', 'id': 'PDK', 'lat': 33.8756, 'lon': -84.302}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
146.19.14.0/24,2,2,0,2,2,False,146.19.14.0/24,34939,"[{'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}
 {'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}]",True,255,0.99609375,"[{'city': 'Singapore', 'country_code': 'SG', 'id': 'SIN', 'lat': 1.35019, 'lon': 103.994}, {'city': 'Tokyo', 'country_code': 'JP', 'id': 'HND', 'lat': 35.5523, 'lon': 139.78}]",Continental,AS,
146.19.252.0/24,3,0,0,4,0,False,146.19.252.0/24,61165,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}
 {'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}
 {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",False,4,0.015625,"[{'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}, {'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}, {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.10.0/24,1,0,0,2,0,False,146.75.8.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Detroit', 'country_code': 'US', 'id': 'YIP', 'lat': 42.2379, 'lon': -83.5304}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Detroit', 'country_code': 'US', 'id': 'YIP', 'lat': 42.2379, 'lon': -83.5304}]",National,NA,US
146.75.104.0/24,1,0,0,2,0,False,146.75.104.0/22,54113,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,256,1.0,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.105.0/24,1,0,0,2,0,False,146.75.104.0/22,54113,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,256,1.0,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.106.0/24,1,0,0,2,0,False,146.75.104.0/22,54113,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,256,1.0,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.107.0/24,1,0,0,2,0,False,146.75.104.0/22,54113,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,256,1.0,"[{'city': 'Dallas', 'country_code': 'US', 'id': 'DAL', 'lat': 32.8471, 'lon': -96.8518}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.108.0/24,1,0,0,2,0,False,146.75.108.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
146.75.109.0/24,1,0,0,2,0,False,146.75.108.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}]",National,NA,US
146.75.11.0/24,1,0,0,2,0,False,146.75.8.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Detroit', 'country_code': 'US', 'id': 'YIP', 'lat': 42.2379, 'lon': -83.5304}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Detroit', 'country_code': 'US', 'id': 'YIP', 'lat': 42.2379, 'lon': -83.5304}]",National,NA,US
146.75.110.0/24,1,0,0,2,0,False,146.75.108.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Los Angeles', 'country_code': 'US', 'id': 'LAX', 'lat': 33.9425, 'lon': -118.408}]",National,NA,US
146.75.111.0/24,1,0,0,2,0,False,146.75.108.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
146.75.124.0/24,1,0,0,2,0,False,146.75.124.0/22,54113,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,252,0.984375,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.125.0/24,1,0,0,2,0,False,146.75.124.0/22,54113,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,255,0.99609375,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.126.0/24,1,0,0,2,0,False,146.75.124.0/22,54113,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,255,0.99609375,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.127.0/24,1,0,0,2,0,False,146.75.124.0/22,54113,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,250,0.9765625,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.32.0/24,1,0,0,2,0,False,146.75.32.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}]",True,255,0.99609375,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}]",National,NA,US
146.75.33.0/24,1,0,0,2,0,False,146.75.32.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}]",National,NA,US
146.75.34.0/24,1,0,0,3,0,False,146.75.32.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}
 {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}, {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",National,NA,US
146.75.35.0/24,1,0,0,2,0,False,146.75.32.0/22,54113,"[{'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,256,1.0,"[{'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
146.75.36.0/24,1,0,0,3,0,False,146.75.36.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}
 {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}, {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",National,NA,US
146.75.37.0/24,1,0,0,3,0,False,146.75.36.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}
 {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}, {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",National,NA,US
146.75.38.0/24,1,0,0,3,0,False,146.75.36.0/22,54113,"[{'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Roanoke', 'country_code': 'US', 'id': 'ROA', 'lat': 37.3255, 'lon': -79.9754}]",True,256,1.0,"[{'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Roanoke', 'country_code': 'US', 'id': 'ROA', 'lat': 37.3255, 'lon': -79.9754}]",National,NA,US
146.75.39.0/24,1,0,0,3,0,False,146.75.36.0/22,54113,"[{'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",True,256,1.0,"[{'city': 'Ashburn', 'country_code': 'US', 'id': 'ASH', 'lat': 39.04361, 'lon': -77.4875}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Greensboro', 'country_code': 'US', 'id': 'GSO', 'lat': 36.0978, 'lon': -79.9373}]",National,NA,US
146.75.40.0/24,1,0,0,2,0,False,146.75.40.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}]",National,NA,US
146.75.41.0/24,1,0,0,2,0,False,146.75.40.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Seattle', 'country_code': 'US', 'id': 'BFI', 'lat': 47.53, 'lon': -122.302}]",National,NA,US
